# x_m,y_m,w_tr_right_m,w_tr_left_m
-1.743456,9.887628,7.000000,7.000000
-1.708586,9.689875,7.000000,7.000000
-1.673717,9.492123,7.000000,7.000000
-1.638848,9.294370,7.000000,7.000000
-1.603979,9.096618,7.000000,7.000000
-1.569110,8.898865,7.000000,7.000000
-1.534241,8.701113,7.000000,7.000000
-1.499372,8.503360,7.000000,7.000000
-1.464503,8.305608,7.000000,7.000000
-1.429634,8.107855,7.000000,7.000000
-1.394764,7.910102,7.000000,7.000000
-1.359895,7.712350,7.000000,7.000000
-1.325026,7.514597,7.000000,7.000000
-1.290157,7.316845,7.000000,7.000000
-1.255288,7.119092,7.000000,7.000000
-1.220419,6.921340,7.000000,7.000000
-1.185550,6.723587,7.000000,7.000000
-1.150681,6.525835,7.000000,7.000000
-1.115812,6.328082,7.000000,7.000000
-1.080942,6.130329,7.000000,7.000000
-1.046073,5.932577,7.000000,7.000000
-1.011204,5.734824,7.000000,7.000000
-0.976335,5.537072,7.000000,7.000000
-0.941466,5.339319,7.000000,7.000000
-0.906597,5.141567,7.000000,7.000000
-0.871728,4.943814,7.000000,7.000000
-0.836859,4.746061,7.000000,7.000000
-0.801990,4.548309,7.000000,7.000000
-0.767120,4.350556,7.000000,7.000000
-0.732251,4.152804,7.000000,7.000000
-0.697382,3.955051,7.000000,7.000000
-0.662513,3.757299,7.000000,7.000000
-0.627644,3.559546,7.000000,7.000000
-0.592775,3.361794,7.000000,7.000000
-0.557906,3.164041,7.000000,7.000000
-0.523037,2.966288,7.000000,7.000000
-0.488168,2.768536,7.000000,7.000000
-0.453298,2.570783,7.000000,7.000000
-0.418429,2.373031,7.000000,7.000000
-0.383560,2.175278,7.000000,7.000000
-0.348691,1.977526,7.000000,7.000000
-0.313822,1.779773,7.000000,7.000000
-0.278953,1.582020,7.000000,7.000000
-0.244084,1.384268,7.000000,7.000000
-0.209215,1.186515,7.000000,7.000000
-0.174346,0.988763,7.000000,7.000000
-0.139476,0.791010,7.000000,7.000000
-0.104607,0.593258,7.000000,7.000000
-0.069738,0.395505,7.000000,7.000000
-0.034869,0.197753,7.000000,7.000000
